Customer Key,customer_name,order_count,total_sales,total_profit,avg_discount,total_quantity,unique_subcategories,last_order_date,first_order_date,avg_order_value,recency_days,active_days,profit_margin,cluster
SB-20170,Sarah Bern,3,1348.02,0.0,0.0,7.0,6,2018-12-06,2015-06-06,449.34,6,1279,0.0,1
KH-16630,Ken Heidel,6,1335.554,0.0,0.0,10.0,6,2018-11-09,2015-01-11,222.59233333333336,33,1398,0.0,1
LH-17155,Logan Haushalter,5,1321.395,0.0,0.0,12.0,8,2017-10-12,2015-12-12,264.279,426,670,0.0,1
ML-17755,Max Ludwig,5,1320.29,0.0,0.0,9.0,6,2018-11-11,2017-04-08,264.058,31,582,0.0,1
KM-16720,Kunst Miller,2,1317.858,0.0,0.0,5.0,5,2018-02-12,2015-01-04,658.9290000000001,303,1135,0.0,0
NC-18340,Nat Carroll,2,1316.918,0.0,0.0,7.0,6,2016-04-04,2015-04-05,658.459,982,365,0.0,0
AB-10105,Adrian Barton,4,1299.154,0.0,0.0,9.0,7,2018-05-06,2016-07-11,324.7885,220,664,0.0,1
JA-15970,Joseph Airdo,4,1298.62,0.0,0.0,10.0,7,2018-07-09,2015-12-11,324.655,156,941,0.0,1
AS-10090,Adam Shillingsburg,5,1286.966,0.0,0.0,12.0,7,2018-02-12,2016-09-11,257.39320000000004,303,519,0.0,1
JK-15370,Jay Kimmel,3,1280.8319999999999,0.0,0.0,7.0,6,2018-07-08,2015-11-04,426.944,157,977,0.0,1
NG-18430,Nathan Gelder,3,1278.944,0.0,0.0,5.0,4,2018-12-11,2015-03-12,426.31466666666665,1,1370,0.0,0
KT-16465,Kean Takahito,2,1271.566,0.0,0.0,4.0,2,2017-04-12,2015-08-09,635.783,609,612,0.0,0
MC-17575,Matt Collins,6,1260.0330000000001,0.0,0.0,9.0,5,2018-07-08,2015-02-12,210.0055,157,1242,0.0,1
LW-17125,Liz Willingham,3,1259.04,0.0,0.0,5.0,3,2018-08-06,2015-11-09,419.68,128,1001,0.0,0
MM-18055,Michelle Moray,3,1256.809,0.0,0.0,5.0,5,2018-08-09,2015-11-04,418.9363333333333,125,1009,0.0,1
MJ-17740,Max Jones,5,1255.096,0.0,0.0,9.0,5,2018-11-03,2016-09-06,251.0192,39,788,0.0,1
RW-19690,Robert Waldorf,2,1250.64,0.0,0.0,10.0,6,2018-12-10,2018-10-09,625.3199999999999,2,62,0.0,1
ZD-21925,Zuschuss Donatelli,4,1249.184,0.0,0.0,6.0,4,2018-11-06,2017-03-04,312.296,36,612,0.0,1
TS-21205,Thomas Seio,3,1249.124,0.0,0.0,7.0,5,2017-01-08,2015-09-06,416.37466666666666,703,490,0.0,0
DB-13120,David Bremer,5,1236.922,0.0,0.0,9.0,7,2018-12-11,2016-01-05,247.3844,1,1071,0.0,1
ML-17395,Marina Lichtenstein,4,1234.21,0.0,0.0,6.0,4,2018-09-02,2015-04-08,308.5525,101,1243,0.0,1
DK-13375,Dennis Kane,5,1226.696,0.0,0.0,8.0,7,2018-12-11,2015-07-09,245.33919999999998,1,1251,0.0,1
SH-19975,Sally Hughsby,4,1221.4679999999998,0.0,0.0,9.0,5,2018-06-03,2015-10-12,305.36699999999996,192,965,0.0,1
EJ-13720,Ed Jacobs,1,1219.7920000000001,0.0,0.0,2.0,2,2018-03-03,2018-03-03,1219.7920000000001,284,0,0.0,0
LF-17185,Luke Foster,3,1219.133,0.0,0.0,7.0,5,2018-08-12,2015-06-12,406.3776666666667,122,1157,0.0,1
JH-16180,Justin Hirsh,2,1215.53,0.0,0.0,3.0,3,2017-05-04,2016-01-11,607.765,587,479,0.0,0
TZ-21580,Tracy Zic,2,1209.276,0.0,0.0,5.0,4,2016-04-12,2015-11-11,604.638,974,153,0.0,0
SU-20665,Stephanie Ulpright,5,1199.234,0.0,0.0,9.0,6,2018-10-12,2016-05-12,239.84679999999997,61,883,0.0,1
SN-20560,Skye Norling,3,1191.9840000000002,0.0,0.0,7.0,5,2018-10-09,2016-11-09,397.32800000000003,64,699,0.0,1
ER-13855,Elpida Rittenbach,2,1184.8039999999999,0.0,0.0,4.0,4,2017-06-09,2017-04-11,592.402,551,59,0.0,0
BP-11290,Beth Paige,3,1184.266,0.0,0.0,4.0,2,2018-09-01,2015-03-10,394.75533333333334,102,1271,0.0,0
JB-16045,Julia Barnett,3,1178.685,0.0,0.0,5.0,4,2017-08-12,2016-03-05,392.895,487,525,0.0,0
BP-11155,Becky Pak,3,1177.91,0.0,0.0,4.0,3,2018-10-07,2016-04-06,392.6366666666667,66,914,0.0,0
DB-13060,Dave Brooks,2,1171.868,0.0,0.0,2.0,2,2017-06-06,2015-01-03,585.934,554,885,0.0,0
GT-14710,Greg Tran,1,1169.454,0.0,0.0,7.0,4,2017-06-12,2017-06-12,1169.454,548,0,0.0,0
JK-16120,Julie Kriz,6,1169.3839999999998,0.0,0.0,12.0,6,2018-11-05,2015-02-11,194.89733333333334,37,1363,0.0,1
CS-11950,Carlos Soltero,5,1165.56,0.0,0.0,6.0,5,2018-07-05,2015-08-06,233.11200000000002,160,1064,0.0,1
EB-13870,Emily Burns,6,1160.559,0.0,0.0,6.0,3,2018-10-03,2015-05-05,193.4265,70,1247,0.0,1
NL-18310,Nancy Lomonaco,1,1158.882,0.0,0.0,6.0,6,2018-02-11,2018-02-11,1158.882,304,0,0.0,0
JP-16135,Julie Prescott,5,1146.472,0.0,0.0,7.0,6,2018-12-05,2016-04-07,229.2944,7,972,0.0,1
GW-14605,Giulietta Weimer,2,1145.037,0.0,0.0,3.0,3,2018-02-12,2015-01-03,572.5185,303,1136,0.0,0
CH-12070,Cathy Hwang,1,1127.976,0.0,0.0,1.0,1,2017-08-02,2017-08-02,1127.976,497,0,0.0,0
NP-18685,Nora Pelletier,3,1115.008,0.0,0.0,3.0,2,2016-06-12,2015-07-03,371.6693333333333,913,345,0.0,0
AT-10435,Alyssa Tate,3,1111.052,0.0,0.0,5.0,4,2018-09-12,2016-06-09,370.35066666666654,91,825,0.0,0
CB-12535,Claudia Bergmann,5,1107.342,0.0,0.0,11.0,8,2018-05-03,2016-02-01,221.46840000000003,223,822,0.0,1
MC-17605,Matt Connell,3,1106.25,0.0,0.0,4.0,3,2018-09-09,2015-01-12,368.75,94,1336,0.0,0
CA-12055,Cathy Armstrong,2,1106.044,0.0,0.0,6.0,4,2017-08-08,2016-05-09,553.0219999999999,491,456,0.0,0
SV-20365,Seth Vernon,4,1104.896,0.0,0.0,5.0,4,2018-06-08,2015-11-01,276.224,187,950,0.0,1
PM-18940,Paul MacIntyre,2,1103.6599999999999,0.0,0.0,2.0,2,2017-09-12,2015-04-05,551.8299999999999,456,891,0.0,0
CV-12805,Cynthia Voltz,4,1101.3799999999999,0.0,0.0,8.0,5,2018-04-09,2017-01-09,275.34499999999997,247,455,0.0,1
CT-11995,Carol Triggs,2,1099.99,0.0,0.0,5.0,4,2018-04-06,2015-07-05,549.995,250,1006,0.0,0
BP-11185,Ben Peterman,4,1090.376,0.0,0.0,11.0,7,2018-10-12,2017-04-01,272.594,61,559,0.0,1
LC-16870,Lena Cacioppo,4,1082.7659999999998,0.0,0.0,17.0,8,2018-03-12,2016-03-05,270.6915,275,737,0.0,1
HM-14860,Harry Marie,4,1080.242,0.0,0.0,8.0,5,2018-04-08,2016-04-12,270.0605,248,726,0.0,1
DV-13045,Darrin Van Huff,3,1076.983,0.0,0.0,6.0,5,2018-11-12,2017-12-06,358.9943333333333,30,341,0.0,1
FM-14215,Filia McAdams,5,1073.2379999999998,0.0,0.0,9.0,6,2017-12-05,2015-11-03,214.6476,372,763,0.0,1
PC-19000,Pauline Chand,2,1061.488,0.0,0.0,3.0,3,2016-01-08,2015-08-04,530.744,1069,157,0.0,0
CS-11845,Cari Sayre,2,1061.068,0.0,0.0,3.0,3,2018-11-02,2016-02-04,530.534,40,1002,0.0,0
DP-13165,David Philippe,2,1058.616,0.0,0.0,4.0,4,2016-10-10,2015-02-12,529.308,793,606,0.0,0
JC-15385,Jenna Caffey,1,1058.108,0.0,0.0,4.0,4,2018-08-07,2018-08-07,1058.108,127,0,0.0,0
DL-13315,Delfina Latchford,5,1055.2160000000001,0.0,0.0,11.0,7,2018-08-12,2015-06-02,211.0432,122,1167,0.0,1
JM-15265,Janet Molinari,1,1045.21,0.0,0.0,2.0,2,2017-11-12,2017-11-12,1045.21,395,0,0.0,0
SM-20905,Susan MacKendrick,1,1043.041,0.0,0.0,6.0,5,2017-03-05,2017-03-05,1043.041,647,0,0.0,0
PG-18820,Patrick Gardner,5,1042.7259999999999,0.0,0.0,9.0,6,2018-11-11,2015-09-05,208.54519999999997,31,1163,0.0,1
SZ-20035,Sam Zeldin,7,1040.781,0.0,0.0,13.0,9,2018-08-07,2015-04-11,148.683,127,1214,0.0,1
JO-15280,Jas O'Carroll,1,1038.84,0.0,0.0,1.0,1,2016-02-11,2016-02-11,1038.84,1035,0,0.0,0
DB-12970,Darren Budd,2,1036.0812,0.0,0.0,7.0,6,2018-03-05,2015-12-11,518.0406,282,815,0.0,0
SC-20230,Scot Coram,3,1032.836,0.0,0.0,4.0,4,2018-03-08,2017-06-06,344.27866666666665,279,275,0.0,0
TG-21310,Toby Gnade,2,1004.588,0.0,0.0,2.0,2,2017-02-09,2016-09-03,502.294,671,159,0.0,0
SJ-20500,Shirley Jackson,2,1000.592,0.0,0.0,4.0,4,2017-01-12,2015-09-10,500.296,699,490,0.0,0
MV-18190,Mike Vittorini,4,999.1080000000001,0.0,0.0,5.0,3,2018-11-12,2016-05-03,249.77700000000002,30,923,0.0,0
CG-12520,Claire Gute,1,993.9000000000001,0.0,0.0,2.0,2,2017-08-11,2017-08-11,993.9000000000001,488,0,0.0,0
NC-18625,Noah Childs,3,991.472,0.0,0.0,5.0,5,2018-09-06,2016-02-05,330.49066666666664,97,944,0.0,1
MH-17290,Marc Harrigan,1,987.1880000000001,0.0,0.0,4.0,4,2018-11-03,2018-11-03,987.1880000000001,39,0,0.0,0
GG-14650,Greg Guthrie,4,984.682,0.0,0.0,9.0,9,2018-05-10,2016-05-04,246.1705,216,736,0.0,1
CS-12355,Christine Sundaresam,3,984.062,0.0,0.0,8.0,7,2018-12-11,2016-04-09,328.02066666666667,1,976,0.0,1
CA-12775,Cynthia Arntzen,4,982.562,0.0,0.0,9.0,8,2018-12-05,2016-11-12,245.6405,7,753,0.0,1
LH-16900,Lena Hernandez,4,982.0,0.0,0.0,7.0,4,2018-09-12,2015-01-09,245.5,91,1342,0.0,1
MT-18070,Michelle Tran,2,975.545,0.0,0.0,6.0,5,2018-10-06,2017-11-08,487.7724999999999,67,332,0.0,0
YS-21880,Yana Sorensen,4,967.192,0.0,0.0,5.0,4,2018-05-05,2016-08-12,241.798,221,631,0.0,1
MB-17305,Maria Bertelson,6,961.244,0.0,0.0,9.0,6,2018-12-11,2015-08-08,160.2073333333333,1,1221,0.0,1
TB-21250,Tim Brockman,4,961.152,0.0,0.0,12.0,8,2017-07-10,2015-08-12,240.288,520,698,0.0,1
CS-12490,Cindy Schnelling,3,956.2805000000001,0.0,0.0,6.0,5,2017-12-08,2016-12-01,318.76016666666663,369,372,0.0,0
AZ-10750,Annie Zypern,2,955.5959999999999,0.0,0.0,5.0,4,2017-05-02,2016-12-05,477.79799999999994,589,148,0.0,0
JM-15250,Janet Martin,1,954.902,0.0,0.0,7.0,6,2018-01-01,2018-01-01,954.902,345,0,0.0,0
MY-18295,Muhammed Yedwab,4,946.9720000000001,0.0,0.0,7.0,5,2018-04-05,2017-01-04,236.74300000000002,251,456,0.0,1
LR-17035,Lisa Ryan,2,938.2490000000001,0.0,0.0,6.0,4,2016-07-09,2015-07-09,469.12450000000007,886,366,0.0,0
CK-12760,Cyma Kinney,5,932.825,0.0,0.0,6.0,5,2018-09-10,2015-07-02,186.565,93,1166,0.0,1
AD-10180,Alan Dominguez,2,932.0699999999999,0.0,0.0,3.0,3,2018-01-12,2016-04-07,466.035,334,645,0.0,0
HR-14770,Hallie Redmond,3,928.78,0.0,0.0,4.0,3,2018-07-04,2015-01-03,309.5933333333333,161,1278,0.0,0
TC-21295,Toby Carlisle,3,921.34,0.0,0.0,3.0,3,2018-06-05,2017-09-06,307.11333333333334,190,272,0.0,0
BW-11200,Ben Wallace,3,920.3520000000001,0.0,0.0,4.0,4,2018-10-06,2015-12-08,306.78400000000005,67,1033,0.0,0
JM-16195,Justin MacKendrick,5,919.2620000000001,0.0,0.0,8.0,5,2018-12-08,2015-02-09,183.8524,4,1398,0.0,1
GM-14440,Gary McGarr,2,918.444,0.0,0.0,2.0,2,2018-08-10,2017-03-12,459.222,124,516,0.0,0
SJ-20215,Sarah Jordon,3,911.13,0.0,0.0,4.0,2,2018-01-12,2016-06-07,303.71,334,584,0.0,0
SW-20275,Scott Williamson,2,907.9499999999999,0.0,0.0,3.0,3,2017-10-11,2015-10-03,453.97499999999997,427,739,0.0,0
TH-21115,Thea Hudgings,2,904.464,0.0,0.0,5.0,5,2018-02-11,2017-08-07,452.232,304,188,0.0,0
CA-12265,Christina Anderson,3,902.076,0.0,0.0,7.0,5,2018-04-11,2017-07-02,300.692,245,283,0.0,0
KB-16585,Ken Black,7,894.47,0.0,0.0,13.0,8,2018-12-03,2015-04-04,127.78142857142858,9,1339,0.0,1
CA-11965,Carol Adams,1,892.224,0.0,0.0,1.0,1,2016-05-04,2016-05-04,892.224,952,0,0.0,0
PF-19120,Peter Fuller,2,887.74,0.0,0.0,5.0,4,2016-07-04,2015-05-05,443.87,891,426,0.0,0
GH-14425,Gary Hwang,3,882.33,0.0,0.0,7.0,6,2018-10-11,2016-06-12,294.11,62,851,0.0,1
EM-13960,Eric Murdock,4,879.3199999999999,0.0,0.0,5.0,5,2018-01-08,2016-01-10,219.82999999999998,338,729,0.0,1
TA-21385,Tom Ashbrook,3,879.1619999999999,0.0,0.0,6.0,5,2018-04-04,2015-12-09,293.054,252,847,0.0,0
XP-21865,Xylona Preis,6,878.482,0.0,0.0,15.0,7,2018-09-10,2015-06-10,146.41366666666667,93,1188,0.0,1
AB-10015,Aaron Bergman,2,873.5319999999999,0.0,0.0,5.0,5,2017-10-11,2015-07-03,436.76599999999996,427,831,0.0,0
AC-10420,Alyssa Crouse,2,868.2239999999999,0.0,0.0,4.0,3,2018-12-05,2015-12-07,434.11199999999997,7,1094,0.0,0
EB-13840,Ellis Ballard,2,856.4,0.0,0.0,5.0,4,2018-01-10,2017-04-12,428.2,336,273,0.0,0
HW-14935,Helen Wasserman,1,849.846,0.0,0.0,3.0,3,2018-04-09,2018-04-09,849.846,247,0,0.0,0
DL-13495,Dionis Lloyd,1,837.6,0.0,0.0,1.0,1,2017-07-10,2017-07-10,837.6,520,0,0.0,0
GB-14530,George Bell,7,837.054,0.0,0.0,9.0,6,2018-01-04,2016-05-11,119.57914285714286,342,603,0.0,1
HA-14905,Helen Abelman,3,835.482,0.0,0.0,5.0,5,2018-10-09,2016-08-11,278.49399999999997,64,789,0.0,0
EB-13705,Ed Braxton,5,835.16,0.0,0.0,6.0,4,2018-12-11,2015-08-07,167.03199999999998,1,1222,0.0,1
RA-19285,Ralph Arnett,3,831.886,0.0,0.0,6.0,4,2018-04-09,2017-04-08,277.2953333333333,247,366,0.0,0
SC-20380,Shahid Collister,3,821.694,0.0,0.0,8.0,6,2018-03-02,2015-01-03,273.89799999999997,285,1154,0.0,1
CC-12430,Chuck Clark,4,820.1800000000001,0.0,0.0,8.0,6,2018-06-11,2016-06-09,205.04500000000002,184,732,0.0,1
MO-17500,Mary O'Rourke,2,813.9639999999999,0.0,0.0,3.0,3,2017-06-09,2017-04-10,406.98199999999997,551,60,0.0,0
AB-10150,Aimee Bixby,3,812.462,0.0,0.0,7.0,5,2018-04-09,2015-05-03,270.8206666666667,247,1072,0.0,0
ME-17725,Max Engle,3,810.466,0.0,0.0,4.0,4,2018-02-12,2015-12-07,270.1553333333333,303,798,0.0,0
CB-12025,Cassandra Brandow,4,807.6600000000001,0.0,0.0,8.0,7,2018-11-09,2018-05-02,201.91500000000002,33,191,0.0,1
ES-14080,Erin Smith,3,807.0,0.0,0.0,10.0,7,2018-02-12,2015-02-10,269.0,303,1098,0.0,1
TC-21475,Tony Chapman,2,805.72,0.0,0.0,3.0,3,2018-02-04,2017-05-12,402.85999999999996,311,268,0.0,0
FC-14245,Frank Carlisle,3,805.0699999999999,0.0,0.0,7.0,5,2018-08-09,2016-10-12,268.3566666666666,125,666,0.0,0
TN-21040,Tanja Norvell,3,802.312,0.0,0.0,4.0,3,2018-01-10,2015-10-10,267.43733333333336,336,823,0.0,0
DS-13180,David Smith,3,800.1100000000001,0.0,0.0,6.0,6,2018-07-12,2016-04-09,266.7033333333334,153,824,0.0,1
CD-12280,Christina DeMoss,1,796.036,0.0,0.0,8.0,6,2018-05-11,2018-05-11,796.036,215,0,0.0,0
EH-13765,Edward Hooks,2,795.8,0.0,0.0,6.0,4,2017-02-06,2016-10-09,397.9,674,120,0.0,0
AJ-10945,Ashley Jarboe,2,793.926,0.0,0.0,5.0,4,2016-01-06,2015-03-03,396.963,1071,309,0.0,0
CW-11905,Carl Weiss,3,785.852,0.0,0.0,7.0,6,2018-08-12,2015-09-06,261.9506666666667,122,1071,0.0,1
VF-21715,Vicky Freymann,2,785.164,0.0,0.0,6.0,5,2018-08-07,2015-01-03,392.582,127,1312,0.0,0
GA-14725,Guy Armstrong,5,784.386,0.0,0.0,12.0,8,2018-12-03,2015-11-02,156.8772,9,1127,0.0,1
MK-18160,Mike Kennedy,3,778.9900000000001,0.0,0.0,9.0,3,2018-04-05,2017-02-12,259.66333333333336,251,417,0.0,0
BS-11800,Bryan Spruell,1,760.8,0.0,0.0,6.0,4,2018-09-04,2018-09-04,760.8,99,0,0.0,0
SP-20650,Stephanie Phelps,5,759.6360000000001,0.0,0.0,7.0,6,2017-12-11,2015-03-11,151.9272,366,1006,0.0,1
JK-15625,Jim Karlsson,2,756.3999999999999,0.0,0.0,3.0,3,2016-07-08,2015-08-12,378.19999999999993,887,331,0.0,0
JB-15400,Jennifer Braxton,5,756.188,0.0,0.0,6.0,4,2018-09-11,2016-01-05,151.2376,92,980,0.0,1
CS-12175,Charles Sheldon,3,755.3480000000001,0.0,0.0,6.0,4,2018-12-05,2015-12-08,251.7826666666667,7,1093,0.0,0
KB-16405,Katrina Bavinger,2,753.661,0.0,0.0,6.0,4,2018-04-09,2018-03-09,376.8305,247,31,0.0,0
PG-18895,Paul Gonzalez,3,753.4799999999999,0.0,0.0,6.0,6,2018-03-11,2015-11-05,251.16,276,857,0.0,1
ON-18715,Odella Nelson,4,753.08,0.0,0.0,9.0,9,2017-11-03,2015-02-12,188.27,404,995,0.0,1
PM-19135,Peter McVee,2,751.288,0.0,0.0,3.0,3,2018-09-11,2017-08-10,375.644,92,397,0.0,0
BF-11215,Benjamin Farhat,2,749.46,0.0,0.0,2.0,2,2017-09-06,2015-09-11,374.73,462,726,0.0,0
TG-21640,Trudy Glocke,2,744.556,0.0,0.0,4.0,3,2018-07-09,2016-09-06,372.278,156,671,0.0,0
DK-12985,Darren Koutras,3,737.52,0.0,0.0,4.0,4,2018-05-05,2016-02-08,245.84,221,817,0.0,0
VP-21760,Victoria Pisteka,3,734.4839999999999,0.0,0.0,5.0,4,2015-09-12,2015-06-09,244.82799999999997,1187,95,0.0,0
AG-10495,Andrew Gjertsen,2,734.398,0.0,0.0,3.0,3,2016-11-11,2016-04-01,367.199,761,224,0.0,0
ND-18370,Natalie DeCherney,3,727.028,0.0,0.0,4.0,4,2018-03-12,2015-01-11,242.34266666666664,275,1156,0.0,0
BE-11455,Brad Eason,4,722.126,0.0,0.0,9.0,8,2017-06-05,2016-02-08,180.5315,555,483,0.0,1
MS-17980,Michael Stewart,4,721.984,0.0,0.0,8.0,5,2018-04-12,2016-04-12,180.496,244,730,0.0,1
RD-19810,Ross DeVincentis,3,712.9359999999999,0.0,0.0,7.0,4,2018-03-02,2017-02-09,237.6453333333333,285,386,0.0,0
RD-19720,Roger Demir,5,706.067,0.0,0.0,10.0,9,2018-09-12,2015-02-11,141.2134,91,1309,0.0,1
Dl-13600,Dorris liebe,4,695.362,0.0,0.0,4.0,4,2018-08-06,2015-01-07,173.8405,128,1307,0.0,1
EM-13825,Elizabeth Moffitt,4,694.722,0.0,0.0,5.0,4,2018-05-11,2015-02-12,173.6805,215,1184,0.0,0
AR-10540,Andy Reiter,1,692.728,0.0,0.0,2.0,2,2016-11-04,2016-11-04,692.728,768,0,0.0,0
SC-20260,Scott Cohen,1,687.4499999999999,0.0,0.0,2.0,2,2015-06-04,2015-06-04,687.4499999999999,1287,0,0.0,0
MY-17380,Maribeth Yedwab,2,687.0840000000001,0.0,0.0,3.0,3,2018-02-03,2018-01-12,343.54200000000003,312,22,0.0,0
DO-13645,Doug O'Connell,3,682.342,0.0,0.0,6.0,3,2018-04-12,2016-07-11,227.44733333333332,244,640,0.0,0
CR-12820,Cyra Reiten,1,681.9100000000001,0.0,0.0,3.0,3,2018-06-10,2018-06-10,681.9100000000001,185,0,0.0,0
ML-18040,Michelle Lonsdale,2,681.242,0.0,0.0,3.0,2,2018-12-10,2018-04-06,340.621,2,248,0.0,0
EM-14095,Eudokia Martin,3,675.546,0.0,0.0,7.0,5,2018-08-09,2016-07-08,225.182,125,762,0.0,0
VB-21745,Victoria Brennan,2,674.32,0.0,0.0,3.0,3,2018-08-03,2018-06-11,337.16,131,53,0.0,0
BD-11605,Brian Dahlen,2,656.63,0.0,0.0,8.0,7,2017-12-04,2016-11-06,328.315,373,393,0.0,0
BD-11770,Bryan Davis,5,653.698,0.0,0.0,9.0,7,2018-06-02,2017-02-05,130.7396,193,482,0.0,1
TS-21430,Tom Stivers,2,647.68,0.0,0.0,4.0,4,2018-11-07,2015-11-11,323.84,35,1092,0.0,0
EB-14110,Eugene Barchas,3,646.9,0.0,0.0,4.0,4,2018-08-09,2016-12-11,215.63333333333333,125,606,0.0,0
JL-15235,Janet Lee,2,641.728,0.0,0.0,5.0,5,2018-02-09,2017-05-06,320.86400000000003,306,279,0.0,0
KB-16315,Karl Braun,3,637.4839999999999,0.0,0.0,6.0,4,2018-09-03,2016-02-07,212.49466666666663,100,939,0.0,0
BM-11785,Bryan Mills,3,628.848,0.0,0.0,6.0,4,2016-03-10,2015-02-09,209.61599999999999,1007,395,0.0,0
LP-17080,Liz Pelletier,2,625.678,0.0,0.0,6.0,5,2018-11-05,2017-11-11,312.839,37,359,0.0,0
SP-20545,Sibella Parks,2,625.668,0.0,0.0,4.0,4,2018-06-02,2017-09-10,312.834,193,265,0.0,0
JS-15595,Jill Stevenson,2,619.75,0.0,0.0,6.0,5,2018-02-09,2015-03-03,309.875,306,1074,0.0,0
GZ-14470,Gary Zandusky,4,617.79,0.0,0.0,4.0,4,2018-06-05,2015-05-08,154.4475,190,1124,0.0,0
RM-19375,Raymond Messe,3,617.414,0.0,0.0,3.0,3,2017-08-04,2015-11-05,205.80466666666666,495,638,0.0,0
TM-21010,Tamara Manning,2,616.54,0.0,0.0,7.0,6,2016-12-09,2015-08-08,308.27,733,489,0.0,0
LP-17095,Liz Preis,4,615.532,0.0,0.0,8.0,6,2018-05-09,2017-02-10,153.883,217,453,0.0,1
SF-20065,Sandra Flanagan,3,612.55,0.0,0.0,5.0,4,2018-01-11,2015-10-09,204.1833333333333,335,825,0.0,0
LS-16975,Lindsay Shagiari,3,610.844,0.0,0.0,9.0,7,2018-12-11,2017-06-11,203.6146666666667,1,548,0.0,1
AH-10120,Adrian Hane,2,609.5020000000001,0.0,0.0,4.0,2,2018-08-04,2018-02-07,304.751,130,178,0.0,0
MN-17935,Michael Nguyen,2,609.456,0.0,0.0,3.0,2,2018-10-02,2015-11-07,304.728,71,1060,0.0,0
RR-19315,Ralph Ritter,1,608.552,0.0,0.0,3.0,3,2018-11-12,2018-11-12,608.552,30,0,0.0,0
AW-10840,Anthony Witt,2,606.232,0.0,0.0,5.0,5,2018-10-12,2018-02-09,303.116,61,245,0.0,0
JG-15310,Jason Gross,1,606.2139999999999,0.0,0.0,2.0,2,2017-03-03,2017-03-03,606.2139999999999,649,0,0.0,0
NB-18655,Nona Balk,3,605.004,0.0,0.0,4.0,3,2018-11-12,2015-05-12,201.66799999999998,30,1280,0.0,0
MS-17770,Maxwell Schwartz,3,603.7280000000001,0.0,0.0,4.0,4,2017-10-11,2015-03-11,201.24266666666668,427,945,0.0,0
LW-16825,Laurel Workman,2,601.7439999999999,0.0,0.0,3.0,3,2018-03-10,2015-01-07,300.87199999999996,277,1158,0.0,0
DB-13405,Denny Blanton,1,601.44,0.0,0.0,3.0,3,2016-08-08,2016-08-08,601.44,856,0,0.0,0
HM-14980,Henry MacAllister,2,592.0799999999999,0.0,0.0,5.0,3,2018-11-04,2016-02-10,296.04,38,998,0.0,0
EH-14185,Evan Henry,1,588.784,0.0,0.0,1.0,1,2017-04-04,2017-04-04,588.784,617,0,0.0,0
HK-14890,Heather Kirkland,3,581.614,0.0,0.0,3.0,3,2018-03-06,2015-10-06,193.87133333333335,281,882,0.0,0
NH-18610,Nicole Hansen,1,580.8599999999999,0.0,0.0,2.0,1,2018-08-04,2018-08-04,580.8599999999999,130,0,0.0,0
CS-12250,Chris Selesnick,5,575.4,0.0,0.0,9.0,6,2018-08-10,2015-07-02,115.08,124,1135,0.0,1
BS-11755,Bruce Stewart,3,573.792,0.0,0.0,5.0,4,2018-10-04,2015-03-08,191.264,69,1306,0.0,0
DS-13030,Darrin Sayre,2,572.707,0.0,0.0,7.0,6,2018-04-04,2015-09-07,286.3535,252,940,0.0,0
JF-15490,Jeremy Farry,3,569.196,0.0,0.0,5.0,4,2016-07-12,2016-01-11,189.73199999999997,883,183,0.0,0
DM-13015,Darrin Martin,4,566.875,0.0,0.0,8.0,5,2018-03-11,2016-08-07,141.71875,276,581,0.0,1
MV-17485,Mark Van Huff,3,565.722,0.0,0.0,3.0,3,2018-06-02,2017-05-09,188.57399999999998,193,389,0.0,0
Co-12640,Corey-Lock,1,564.768,0.0,0.0,2.0,2,2016-02-08,2016-02-08,564.768,1038,0,0.0,0
TS-21505,Tony Sayre,2,563.892,0.0,0.0,3.0,3,2018-07-11,2018-03-07,281.94599999999997,154,126,0.0,0
RB-19360,Raymond Buch,1,560.78,0.0,0.0,6.0,3,2017-01-04,2017-01-04,560.78,707,0,0.0,0
FM-14290,Frank Merwin,5,560.6,0.0,0.0,14.0,6,2018-06-11,2016-07-04,112.12,184,707,0.0,1
SC-20305,Sean Christensen,2,555.429,0.0,0.0,4.0,4,2018-10-06,2018-01-12,277.7145,67,267,0.0,0
AW-10930,Arthur Wiediger,2,551.544,0.0,0.0,8.0,8,2017-12-06,2017-07-10,275.772,371,149,0.0,1
CS-12460,Chuck Sachs,2,550.644,0.0,0.0,6.0,4,2018-03-12,2018-03-07,275.322,275,5,0.0,0
MZ-17335,Maria Zettner,2,547.946,0.0,0.0,4.0,4,2017-09-10,2016-08-11,273.973,458,395,0.0,0
TH-21235,Tiffany House,3,547.652,0.0,0.0,5.0,5,2018-08-06,2015-04-11,182.55066666666667,128,1213,0.0,0
RP-19855,Roy Phan,2,547.5699999999999,0.0,0.0,2.0,2,2018-02-12,2017-04-09,273.78499999999997,303,309,0.0,0
BD-11725,Bruce Degenhardt,2,541.62,0.0,0.0,4.0,3,2018-03-08,2016-03-07,270.81,279,731,0.0,0
SS-20410,Shahid Shariari,3,534.638,0.0,0.0,6.0,3,2018-11-09,2015-07-09,178.21266666666668,33,1219,0.0,0
SM-20320,Sean Miller,2,534.418,0.0,0.0,2.0,2,2018-12-10,2018-09-07,267.209,2,94,0.0,0
DG-13300,Deirdre Greer,2,534.192,0.0,0.0,4.0,3,2016-03-07,2015-01-11,267.096,1010,421,0.0,0
